match_id,date,season,team,opponent,won_match,matches_before,wins_before,win_pct_before,home_win_pct_before,away_win_pct_before,prev_season_win_pct,prev_home_win_pct,prev_away_win_pct,prev_bat_first_win_pct,last_3_wins,won_toss,toss_winner_at_home,batting_first,is_home
419156,2010-04-16,2010,Deccan Chargers,Kings XI Punjab,1,12,6,0.5,1,0.4,0.14285714285714285,0,0.2857142857142857,0,3,1,0,0,0
419156,2010-04-16,2010,Kings XI Punjab,Deccan Chargers,0,11,3,0.2727272727272727,0.2,0.3333333333333333,0.6666666666666666,0.8571428571428571,0.5,0.5714285714285714,2,0,0,1,1
419157,2010-04-17,2010,Mumbai Indians,Royal Challengers Bangalore,1,12,9,0.75,0.8571428571428571,0.6,0.5,0.5,0.5,0.3333333333333333,2,0,1,1,0
419157,2010-04-17,2010,Royal Challengers Bangalore,Mumbai Indians,0,13,7,0.5384615384615384,0.6666666666666666,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.2857142857142857,2,1,1,0,1
419158,2010-04-17,2010,Kolkata Knight Riders,Rajasthan Royals,1,12,5,0.4166666666666667,0.6,0.2857142857142857,0.4615384615384616,0.5714285714285714,0.3333333333333333,0.4444444444444444,1,0,0,0,1
419158,2010-04-17,2010,Rajasthan Royals,Kolkata Knight Riders,0,13,6,0.4615384615384616,0.5714285714285714,0.3333333333333333,0.8125,1,0.6666666666666666,0.6666666666666666,1,1,0,1,0
419159,2010-04-18,2010,Chennai Super Kings,Kings XI Punjab,1,12,6,0.5,0.6666666666666666,0.3333333333333333,0.5625,0.42857142857142855,0.6666666666666666,0.4444444444444444,1,1,0,0,0
419159,2010-04-18,2010,Kings XI Punjab,Chennai Super Kings,0,12,3,0.25,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.8571428571428571,0.5,0.5714285714285714,2,0,0,1,1
419160,2010-04-18,2010,Deccan Chargers,Delhi Daredevils,1,13,7,0.5384615384615384,1,0.4545454545454546,0.14285714285714285,0,0.2857142857142857,0,3,1,0,1,0
419160,2010-04-18,2010,Delhi Daredevils,Deccan Chargers,0,13,7,0.5384615384615384,0.5,0.5714285714285714,0.5,0.6666666666666666,0.375,0.3333333333333333,1,0,0,0,1
419161,2010-04-19,2010,Kolkata Knight Riders,Mumbai Indians,1,13,6,0.4615384615384616,0.6666666666666666,0.2857142857142857,0.4615384615384616,0.5714285714285714,0.3333333333333333,0.4444444444444444,1,0,0,0,1
419161,2010-04-19,2010,Mumbai Indians,Kolkata Knight Riders,0,13,10,0.7692307692307693,0.8571428571428571,0.6666666666666666,0.5,0.5,0.5,0.3333333333333333,3,1,0,1,0
419162,2010-04-21,2010,Mumbai Indians,Royal Challengers Bangalore,1,14,10,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.5,0.5,0.5,0.3333333333333333,2,1,0,1,0
419162,2010-04-21,2010,Royal Challengers Bangalore,Mumbai Indians,0,14,7,0.5,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.2857142857142857,1,0,0,0,0
419163,2010-04-22,2010,Chennai Super Kings,Deccan Chargers,1,13,7,0.5384615384615384,0.6666666666666666,0.42857142857142855,0.5625,0.42857142857142855,0.6666666666666666,0.4444444444444444,2,1,0,1,0
419163,2010-04-22,2010,Deccan Chargers,Chennai Super Kings,0,14,8,0.5714285714285714,1,0.5,0.14285714285714285,0,0.2857142857142857,0,3,0,0,0,0
419164,2010-04-24,2010,Deccan Chargers,Royal Challengers Bangalore,0,15,8,0.5333333333333333,1,0.4615384615384616,0.14285714285714285,0,0.2857142857142857,0,2,1,0,1,0
419164,2010-04-24,2010,Royal Challengers Bangalore,Deccan Chargers,1,15,7,0.4666666666666667,0.5714285714285714,0.375,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.2857142857142857,1,0,0,0,0
419165,2010-04-25,2010,Chennai Super Kings,Mumbai Indians,1,14,8,0.5714285714285714,0.6666666666666666,0.5,0.5625,0.42857142857142855,0.6666666666666666,0.4444444444444444,2,1,0,1,0
419165,2010-04-25,2010,Mumbai Indians,Chennai Super Kings,0,15,11,0.7333333333333333,0.8571428571428571,0.625,0.5,0.5,0.5,0.3333333333333333,2,0,0,0,0
